id,room,toilet,area,x,y,khoang_cach,quan,polistic,furniture,direct,direct2,price,n_hospital
1,2,2,75,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Dong - Nam,43.33333333,0
2,3,2,100,21.08439675,105.7923603,4.33,Bac Tu Liem,so do,cao cap,Tay,Bac,39,1
3,3,3,102,21.00266647,105.8154297,4.17,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,39.21568627,4
4,3,3,103,21.00266647,105.8154297,4.17,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,39.5,4
5,2,2,74,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Bac,Dong - Nam,38.51351351,0
6,2,2,86,21.01682663,105.8152237,2.81,Dong Da,hdmb,day du,Dong - Bac,Tay - Nam,77.90697674,4
7,3,2,115,21.0324192,105.8313599,2.86,Ba Dinh,hdmb,day du,Tay - Nam,Nam,116,2
8,3,2,105.5,20.9919548,105.7851028,5.46,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Bac,42,1
9,2,2,59,21.00885201,105.7439194,6.97,Nam Tu Liem,hdmb,nguyen_ban,Dong - Bac,Tay - Nam,38.13559322,0
10,3,2,69,20.98483658,105.8598557,8.01,Hoang Mai,so do,co ban,Dong,Dong,37.68115942,1
11,4,3,190,21.00266647,105.8154297,4.17,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,37.89473684,4
12,2,1,54,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,36.11111111,0
13,3,2,90,21.03445816,105.7696533,3.61,Nam Tu Liem,so do,cao cap,Dong - Nam,Dong - Nam,40.55555556,0
14,2,2,78,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,41.02564103,1
15,4,3,127,20.94645882,105.8557816,10.92,Thanh Tri,so do,co ban,Dong - Nam,Tay - Bac,23.5,3
16,2,1,55,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,42.63636364,0
17,1,1,46.7,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,29.97858672,0
18,3,2,118,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,30,0
19,3,2,101,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,59.40594059,0
20,3,2,105,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,43.80952381,0
21,2,1,60,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,50,2
22,3,2,96,21.02681732,105.7876663,2.34,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,63.54166667,0
23,4,3,122,21.01188278,105.7864456,3.6,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,52.45901639,2
24,3,2,102,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,58.82352941,0
25,3,2,113,21.00938606,105.7738724,4.56,Nam Tu Liem,hdmb,co ban,Dong - Bac,Tay - Nam,57.52212389,0
26,3,2,95,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Bac,Dong - Nam,41.1,0
27,3,2,117,21.0026989,105.7924271,4.21,Cau Giay,so do,day du,Nam,Bac,38,2
28,2,2,86,21.00826073,105.7960434,3.57,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,59.30232558,2
29,3,2,118,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,day du,Nam,Bac,30,0
30,3,2,100,21.01682663,105.8152237,2.81,Dong Da,so do,day du,Tay - Nam,Dong - Nam,70,4
31,2,2,70,20.97952843,105.7875671,6.57,Ha Dong,hdmb,day du,Tay - Nam,Dong - Nam,47.14285714,3
32,3,2,115,20.97447205,105.7608795,8.13,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,26.52173913,1
33,2,2,88,21.05967522,105.8040771,1.68,Tay Ho,so do,day du,Dong,Nam,57.38636364,2
34,3,2,90,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Bac,Nam,46.66666667,1
35,2,2,62,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Bac,Tay - Bac,30,0
36,2,1,59,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,43.22033898,0
37,2,1,47,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,37.23404255,0
38,3,2,97,21.09144402,105.7847214,5.25,Bac Tu Liem,so do,co ban,Tay - Bac,Dong - Bac,47,1
39,2,2,72,21.0124321,105.767395,4.82,Nam Tu Liem,so do,day du,Tay,Dong - Nam,44.44444444,0
40,2,2,101,21.012491,105.81132,3.11,Dong Da,so do,day du,Tay - Nam,Dong - Nam,40,3
41,3,2,100,21.07865143,105.8026123,3.58,Tay Ho,so do,cao cap,Dong,Dong - Nam,39,0
42,3,2,111,20.98702621,105.7868347,5.87,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,43.24324324,1
43,2,2,95,21.00938606,105.7738724,4.56,Nam Tu Liem,so do,cao cap,Tay - Nam,Dong - Bac,46.84210526,0
44,3,2,96,21.02681732,105.7876663,2.34,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,58.33333333,0
45,2,2,97,21.07390404,105.7999802,3.13,Tay Ho,so do,day du,Dong - Nam,Dong - Bac,73.19587629,0
46,2,2,63,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Bac,Tay - Bac,31.74603175,0
47,2,2,87,21.0026989,105.7924271,4.21,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,41.37931034,2
48,2,2,74,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Bac,Dong - Nam,40.54054054,1
49,2,2,80.36,21.02956772,105.7918777,1.85,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,54.13140866,0
50,2,2,95,21.00938606,105.7738724,4.56,Nam Tu Liem,hdmb,day du,Tay - Bac,Dong - Nam,47.36842105,0
51,2,2,78,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,32.05128205,0
52,3,2,108,21.03445816,105.7696533,3.61,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,53.7037037,0
53,3,2,161.8,21.07865143,105.8026123,3.58,Tay Ho,hdmb,day du,Dong - Bac,Dong - Nam,69,0
54,3,2,108,21.03445816,105.7696533,3.61,Nam Tu Liem,so do,cao cap,Tay - Nam,Dong - Bac,48.14814815,0
55,3,2,114,21.04015923,105.7613144,4.35,Nam Tu Liem,hdmb,cao cap,Tay - Nam,Dong - Bac,48.72807018,1
56,2,3,152,21.03004456,105.7766266,3.09,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,35.5,0
57,2,2,114.5,21.01563644,105.8571854,5.91,Hai Ba Trung,so do,co ban,Dong - Bac,Tay - Nam,40.17467249,1
58,2,2,69,20.97776985,105.836113,7.23,Hoang Mai,so do,day du,Dong - Nam,Dong - Nam,39,1
59,1,1,47,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,37.44680851,0
60,2,1,48,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,36.45833333,0
61,3,2,118,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,day du,Tay,Dong,27,0
62,1,1,47,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,37.65957447,0
63,2,2,55,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,39.27272727,0
64,2,2,59,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,36.61016949,0
65,2,2,59,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,36.61016949,0
66,1,1,47,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,37.65957447,0
67,3,2,98,21.01682663,105.8152237,2.81,Dong Da,so do,cao cap,Dong - Nam,Dong - Nam,51.02040816,4
68,3,2,86,21.04015923,105.7613144,4.35,Nam Tu Liem,so do,cao cap,Dong - Nam,Dong - Nam,40.69767442,1
69,2,2,74,21.06909752,105.8880386,8.73,Long Bien,so do,cao cap,Tay - Bac,Tay - Bac,37.83783784,2
70,2,2,73,21.00522614,105.7389145,7.58,Nam Tu Liem,hdmb,cao cap,Tay - Nam,Dong - Bac,44.10958904,0
71,3,2,92,21.08515009,105.7884798,4.52,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,23.91304348,1
72,1,1,28.7,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,45.29616725,0
73,2,2,83,21.03656769,105.7604828,4.47,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,41.56626506,1
74,2,2,81,21.02216148,105.7717972,3.89,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,44.19753086,0
75,3,2,100,21.01188278,105.7864456,3.6,Nam Tu Liem,so do,day du,Dong - Nam,Dong - Bac,45,2
76,2,2,86.4,21.00826073,105.7960434,3.57,Cau Giay,so do,cao cap,Dong - Nam,Tay - Bac,59.02777778,2
77,3,2,75,20.97700119,105.8965607,11.31,Hoang Mai,so do,co ban,Tay - Bac,Dong - Nam,28,1
78,2,2,63,21.08234978,105.8717575,7.78,Dong Anh,chua so,cao cap,Tay - Bac,Dong - Nam,28.57142857,0
79,3,2,82,21.00657463,105.7450485,6.99,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,38.17073171,0
80,1,1,28.7,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,45.29616725,0
81,2,2,87,20.99479103,105.8678436,7.94,Hai Ba Trung,so do,cao cap,Bac,Nam,47.12643678,0
82,2,2,65,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,66.15384615,2
83,1,1,44,21.06287956,105.7222366,8.49,Hoai Duc,chua so,co ban,Tay - Bac,Dong - Nam,21,0
84,2,2,62,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Dong,Tay,41.93548387,1
85,2,1,55,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Tay - Bac,30.54545455,0
86,2,1,47,21.0186842,105.838221,4.14,Dong Da,so do,day du,Tay,Dong - Nam,12.76595745,2
87,1,1,26,20.99895859,105.7880325,4.7,Nam Tu Liem,so do,nguyen_ban,Dong - Nam,Dong - Nam,38.46153846,3
88,3,3,132,21.00266647,105.8154297,4.17,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,45.45454545,4
89,3,2,100,21.06909752,105.8880386,8.73,Long Bien,hdmb,cao cap,Tay - Bac,Dong - Nam,33,2
90,2,2,74,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,33.78378378,0
91,2,2,75,21.06909752,105.8880386,8.73,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,36,2
92,2,1,48,21.0086145,105.834091,4.52,Dong Da,so do,day du,Tay,Dong - Nam,16.66666667,2
93,2,2,59,20.95990562,105.7918015,8.4,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,37.28813559,2
94,2,1,45,20.9961581,105.8618348,7.38,Hoang Mai,so do,day du,Tay,Dong - Nam,13.77777778,0
95,2,2,96,20.9934864,105.8069077,4.95,Thanh Xuan,so do,day du,Dong,Tay,43.75,5
96,2,2,71.6,20.95977592,105.7418823,10.42,Ha Dong,so do,co ban,Dong - Bac,Tay - Nam,23.74301676,0
97,3,2,152.6,21.07016945,105.9068375,10.57,Long Bien,so do,day du,Dong - Nam,Dong - Bac,28.50589777,2
98,1,1,30,20.9837461,105.8411144,6.95,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,20,2
99,3,2,95,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Bac,42.73684211,1
100,3,2,119,21.07213593,105.810997,2.99,Tay Ho,so do,cao cap,Tay - Bac,Dong - Nam,33.61344538,0
101,3,2,93,21.09191704,105.7850037,5.28,Bac Tu Liem,so do,day du,Bac,Nam,27,1
102,3,2,109,21.06583977,105.7981491,2.38,Bac Tu Liem,so do,co ban,Tay,Dong,41.28440367,1
103,3,2,110.7,21.06583977,105.7981491,2.38,Bac Tu Liem,chua so,day du,Nam,Bac,51.49051491,1
104,2,2,81,21.02041626,105.8072433,2.26,Dong Da,so do,day du,Tay,Dong,83.95061728,3
105,2,2,70,21.02097893,105.7910614,2.58,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,45.71428571,2
106,2,1,84,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Nam,Tay - Nam,23,2
107,2,2,71,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,43.66197183,0
108,2,2,71,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,43.66197183,0
109,2,2,70,21.04956627,105.778595,2.69,Bac Tu Liem,so do,day du,Bac,Nam,41.42857143,1
110,2,2,74,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,64.86486486,0
111,4,3,160.08,21.00522614,105.8050613,3.77,Thanh Xuan,so do,co ban,Dong - Bac,Tay - Bac,57.15892054,4
112,2,2,94,21.01655388,105.7462845,6.41,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,26.06382979,0
113,3,3,124,21.01655388,105.7462845,6.41,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,23.5483871,0
114,3,2,104,21.03445816,105.7696533,3.61,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Bac,56.73076923,0
115,4,3,127,20.94645882,105.8557816,10.92,Thanh Tri,so do,day du,Dong - Nam,Tay - Bac,23.97637795,3
116,2,1,63,20.99895859,105.7880325,4.7,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,44.44444444,3
117,2,2,60,20.99477196,105.8061295,4.82,Thanh Xuan,chua so,day du,Tay - Bac,Dong - Nam,45,5
118,3,2,115,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,33.04347826,0
119,2,2,71.8,21.04273033,105.730217,7.45,Hoai Duc,chua so,day du,Dong - Nam,Tay - Bac,19.49860724,1
120,2,1,59,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Tay - Bac,Dong - Nam,27.45762712,0
121,3,2,98.4,21.07865143,105.8026123,3.58,Tay Ho,so do,cao cap,Nam,Bac,42.7,0
122,2,1,57,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Bac,Nam,44,0
123,1,1,49.5,21.00174141,105.9421463,14.35,Gia Lam,so do,day du,Tay - Nam,Dong - Bac,33.85858586,0
124,2,2,45,21.02819061,105.7791977,2.95,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,33.33333333,0
125,3,2,90,21.01743507,105.7803955,3.52,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,38.88888889,0
126,3,2,80,21.0307312,105.7613297,4.51,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,40,1
127,3,2,86,20.98424339,105.8084488,5.88,Thanh Tri,so do,day du,Tay - Nam,Dong - Bac,37.20930233,3
128,2,2,60,20.97776985,105.836113,7.23,Hoang Mai,hdmb,day du,Tay - Bac,Dong - Nam,41.66666667,1
129,2,2,73,21.06269073,105.9083328,10.55,Long Bien,so do,cao cap,Dong - Bac,Tay - Nam,24.65753425,2
130,2,1,62,20.95999718,105.7985535,8.32,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,23.0483871,1
131,3,2,139,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Nam,Dong - Nam,28.77697842,0
132,2,1,72,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,52.08333333,0
133,3,2,148.8,21.03505135,105.7949753,1.25,Cau Giay,chua so,day du,Tay - Bac,Dong - Nam,43.6827957,1
134,4,3,202,21.005226,105.80506,3.77,Thanh Xuan,so do,day du,Dong - Bac,Dong - Nam,71.78217822,4
135,2,2,74,21.02097893,105.7910614,2.58,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,40.54054054,2
136,3,2,86,20.98373795,105.8515625,7.55,Hoang Mai,hdmb,day du,Tay - Nam,Dong - Bac,35,1
137,3,2,100,21.0416549,105.7932017,1.16,Cau Giay,so do,day du,Dong,Tay,29,1
138,2,2,66.8,21.12501717,105.8368835,8.82,Dong Anh,so do,day du,Dong - Nam,Dong - Nam,34.43113772,0
139,2,1,40,20.99259234,105.841325,6.22,Hai Ba Trung,so do,day du,Tay,Bac,15,3
140,2,1,48,21.0051773,105.8334217,4.74,Dong Da,so do,cao cap,Dong - Nam,Dong - Bac,18.75,2
141,2,2,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Tay - Nam,25.23809524,2
142,3,2,100,21.04044151,105.7807159,2.41,Cau Giay,chua so,cao cap,Tay,Dong,55,1
143,3,2,116,20.95990753,105.7681961,9.07,Ha Dong,so do,day du,Dong - Nam,Tay - Bac,28.27586207,2
144,2,2,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Bac,26.66666667,2
145,1,1,45,21.05058098,105.792244,1.46,Bac Tu Liem,so do,day du,Nam,Bac,49.33333333,1
146,3,2,92,20.97859383,105.8353424,7.13,Hoang Mai,so do,cao cap,Dong - Nam,Dong - Bac,38.42391304,1
147,3,2,80.7,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,co ban,Dong - Nam,Tay - Bac,52.04460967,0
148,2,2,79,20.95850182,105.8263474,8.72,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,27.84810127,1
149,2,1,62,20.95999718,105.7985535,8.32,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,24.03225806,1
150,3,2,142,21.07213593,105.810997,2.99,Tay Ho,so do,day du,Dong - Nam,Tay - Nam,43.66197183,0
151,2,2,69,21.02358246,105.8052292,1.93,Dong Da,so do,day du,Tay - Bac,Dong - Nam,66.66666667,3
152,2,2,56,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,27.85714286,0
153,2,2,62,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Dong,Bac,41.93548387,1
154,2,2,74,21.03510475,105.7655411,3.99,Nam Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,41.21621622,0
155,3,2,103,21.03470612,105.7923431,1.48,Cau Giay,so do,co ban,Nam,Bac,39,1
156,2,2,54.26,21.00893211,105.7440033,6.96,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,62.6612606,0
157,2,1,49,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,63.26530612,0
158,2,2,63.86,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,62.63701848,2
159,1,1,55,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Tay - Nam,Dong - Bac,35.98181818,0
160,2,2,65.5,20.9939003,105.7601929,6.62,Nam Tu Liem,chua so,day du,Dong - Bac,Tay - Nam,28.09160305,0
161,2,2,63.86,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,62.63701848,2
162,1,1,55,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Tay - Nam,Dong - Bac,35.98181818,0
163,2,2,65.5,20.9939003,105.7601929,6.62,Nam Tu Liem,chua so,day du,Dong - Bac,Tay - Nam,28.09160305,0
164,3,2,137,20.98651886,105.7863998,5.93,Ha Dong,so do,day du,Tay - Bac,Dong - Bac,35.03649635,1
165,3,2,112.7,20.96875381,105.7921066,7.52,Thanh Tri,so do,day du,Dong - Bac,Dong - Nam,27.89,4
166,3,2,113,21.03600121,105.7824631,2.33,Cau Giay,so do,co ban,Dong,Dong - Bac,44.69026549,1
167,2,1,52,21.00657463,105.7450485,6.99,Nam Tu Liem,so do,cao cap,Tay - Nam,Dong - Bac,36.92307692,0
168,2,1,56,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,23.125,2
169,3,2,120,21.02993202,105.7815781,2.65,Cau Giay,so do,day du,Dong - Bac,Dong - Nam,82.91666667,0
170,2,1,56,20.95890427,105.8381805,9.04,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,32.14285714,2
171,2,1,62,21.00522614,105.8050613,3.77,Thanh Xuan,hdmb,day du,Tay - Bac,Dong - Nam,65.51612903,4
172,2,2,67,20.94633102,105.7557831,10.83,Ha Dong,so do,day du,Bac,Nam,25.97014925,0
173,3,2,113,21.00029182,105.8160095,4.41,Thanh Xuan,hdmb,day du,Dong - Bac,Tay - Nam,54.07079646,4
174,2,2,73,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,56.16438356,0
175,2,1,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Bac,26.19047619,2
176,3,2,103.5,21.01590729,105.7801819,3.65,Nam Tu Liem,hdmb,day du,Tay - Nam,Dong - Nam,41.54589372,0
177,2,2,74,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,39.18918919,0
178,3,2,110,21.00938606,105.7738724,4.56,Nam Tu Liem,hdmb,co ban,Tay - Nam,Dong - Bac,57.27272727,0
179,2,2,100,21.03505135,105.7949753,1.25,Cau Giay,hdmb,day du,Tay,Dong,43.5,1
180,2,2,77.2,20.98483658,105.8598557,8.01,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,38.86010363,1
181,2,2,61,21.00893211,105.7440033,6.96,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Bac,62,0
182,2,2,73,21.057735,105.91335,10.96,Long Bien,so do,day du,Tay - Bac,Dong - Nam,36.98630137,2
183,3,2,127,21.04342079,105.8215637,1.69,Tay Ho,so do,day du,Dong - Nam,Tay - Nam,59.05511811,2
184,2,2,80,20.98519325,105.7790298,6.32,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,33.125,3
185,2,2,66,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,25.45454545,1
186,3,2,87,21.03717804,105.8730698,6.86,Long Bien,so do,cao cap,Tay - Nam,Tay - Nam,47.93103448,2
187,3,2,96,21.09144402,105.7847214,5.25,Bac Tu Liem,so do,cao cap,Dong,Tay,55.20833333,1
188,2,2,70,20.97952843,105.7875671,6.57,Ha Dong,so do,co ban,Dong,Tay,38,3
189,3,2,92,21.06909752,105.8880386,8.73,Long Bien,hdmb,day du,Dong - Bac,Tay - Nam,35.54347826,2
190,2,2,73,20.95215034,105.7853851,9.28,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,21.09589041,2
191,2,2,63.86,21.00580597,105.7943726,3.85,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,62.63701848,2
192,1,1,55,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Tay - Nam,Dong - Bac,35.98181818,0
193,2,2,65.5,20.9939003,105.7601929,6.62,Nam Tu Liem,chua so,day du,Dong - Bac,Tay - Nam,28.09160305,0
194,3,2,137,20.98651886,105.7863998,5.93,Ha Dong,so do,day du,Tay - Bac,Dong - Bac,35.03649635,1
195,3,2,112.7,20.96875381,105.7921066,7.52,Thanh Tri,so do,day du,Dong - Bac,Dong - Nam,27.89,4
196,3,2,113,21.03600121,105.7824631,2.33,Cau Giay,so do,co ban,Dong,Dong - Bac,44.69026549,1
197,2,1,52,21.00657463,105.7450485,6.99,Nam Tu Liem,so do,cao cap,Tay - Nam,Dong - Bac,36.92307692,0
198,2,1,56,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,23.125,2
199,3,2,120,21.02993202,105.7815781,2.65,Cau Giay,so do,day du,Dong - Bac,Dong - Nam,82.91666667,0
200,2,1,56,20.95890427,105.8381805,9.04,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,32.14285714,2
201,2,1,62,21.00522614,105.8050613,3.77,Thanh Xuan,hdmb,day du,Tay - Bac,Dong - Nam,65.51612903,4
202,2,2,67,20.94633102,105.7557831,10.83,Ha Dong,so do,day du,Bac,Nam,25.97014925,0
203,3,2,113,21.00029182,105.8160095,4.41,Thanh Xuan,hdmb,day du,Dong - Bac,Tay - Nam,54.07079646,4
204,2,2,73,21.0201683,105.7807541,3.3,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,56.16438356,0
205,2,1,63,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Tay - Bac,Dong - Bac,26.19047619,2
206,3,2,103.5,21.01590729,105.7801819,3.65,Nam Tu Liem,hdmb,day du,Tay - Nam,Dong - Nam,41.54589372,0
207,2,2,74,20.97434616,105.7541656,8.52,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,39.18918919,0
208,3,2,110,21.00938606,105.7738724,4.56,Nam Tu Liem,hdmb,co ban,Tay - Nam,Dong - Bac,57.27272727,0
209,2,2,100,21.03505135,105.7949753,1.25,Cau Giay,hdmb,day du,Tay,Dong,43.5,1
210,2,2,77.2,20.98483658,105.8598557,8.01,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,38.86010363,1
211,2,2,61,21.00893211,105.7440033,6.96,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Bac,62,0
212,2,2,73,21.057735,105.91335,10.96,Long Bien,so do,day du,Tay - Bac,Dong - Nam,36.98630137,2
213,3,2,127,21.04342079,105.8215637,1.69,Tay Ho,so do,day du,Dong - Nam,Tay - Nam,59.05511811,2
214,2,2,80,20.98519325,105.7790298,6.32,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,33.125,3
215,2,2,66,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,day du,Dong - Bac,Tay - Nam,25.45454545,1
216,3,2,87,21.03717804,105.8730698,6.86,Long Bien,so do,cao cap,Tay - Nam,Tay - Nam,47.93103448,2
217,3,2,96,21.09144402,105.7847214,5.25,Bac Tu Liem,so do,cao cap,Dong,Tay,55.20833333,1
218,2,2,70,20.97952843,105.7875671,6.57,Ha Dong,so do,co ban,Dong,Tay,38,3
219,3,2,92,21.06909752,105.8880386,8.73,Long Bien,hdmb,day du,Dong - Bac,Tay - Nam,35.54347826,2
220,2,2,73,20.95215034,105.7853851,9.28,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,21.09589041,2
221,3,2,126,20.99964523,105.7993851,4.36,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,29.36507937,5
222,2,2,79,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Dong - Bac,Tay - Nam,44.05063291,0
223,1,1,47,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,37.44680851,0
224,3,2,113.56,21.00029182,105.8160095,4.41,Thanh Xuan,so do,cao cap,Tay - Bac,Dong - Nam,62.52201479,4
225,2,1,45,20.97776985,105.836113,7.23,Hoang Mai,so do,cao cap,Bac,Nam,41,1
226,2,1,55.5,21.05119324,105.7936401,1.38,Bac Tu Liem,so do,day du,Dong,Tay,45.94594595,1
227,3,2,94,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Nam,Tay - Bac,57.44680851,0
