id,room,toilet,area,x,y,khoang_cach,quan,polistic,furniture,direct,direct2,price,n_hospital
2261,2,2,69.7,20.98434067,105.7768097,6.49,Long Bien,so do,day du,Tay - Nam,Dong - Bac,42.75466284,3
3192,4,4,180,21.00266647,105.8154297,4.17,Thanh Xuan,so do,cao cap,Tay - Nam,Dong - Bac,50,4
1838,3,4,135,21.11201615,105.8283099,7.3,Dong Anh,so do,day du,Dong - Bac,Tay - Nam,32,0
7748,2,2,70,20.99893761,105.8801956,8.74,Hoang Mai,so do,day du,Dong,Bac,39.71428571,0
3527,3,2,90,20.96728516,105.7781754,8.02,Ha Dong,chua so,cao cap,Tay - Bac,Dong - Nam,36.11111111,3
5879,3,2,100,21.04033661,105.7675858,3.72,Bac Tu Liem,so do,day du,Tay - Bac,Dong - Nam,31,0
4486,2,1,71.22,20.99629784,105.8056335,4.66,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,42,5
6471,2,2,96,21.041172,105.825096,2.05,Nam Tu Liem,so do,day du,Dong,Nam,71.875,4
8878,1,1,45,20.9732914,105.8200073,7.13,Hoang Mai,so do,co ban,Dong - Nam,Tay - Bac,26.66666667,0
6183,3,2,121,21.04033661,105.7675858,3.72,Bac Tu Liem,so do,day du,Dong - Bac,Nam,30.5785124,0
7311,2,2,65,20.98483658,105.8598557,8.01,Hoang Mai,hdmb,day du,Tay - Bac,Dong - Nam,36.5,1
10408,2,2,62,21.07024574,105.7914734,3.04,Bac Tu Liem,so do,day du,Tay,Dong,38.70967742,1
6083,3,2,116,21.04423332,105.7673187,3.74,Cau Giay,so do,day du,Tay - Nam,Dong - Nam,32.32758621,0
10455,2,1,65,21.019447,105.821655,2.9,Dong Da,so do,day du,Tay - Nam,Dong - Bac,50.76923077,1
10183,3,1,89,21.004105,105.7987717,3.93,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,29.7752809,3
2049,3,2,115,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Tay - Bac,Dong - Nam,100,2
4533,2,2,83,21.0555439,105.80513,1.26,Tay Ho,so do,day du,Nam,Bac,40,2
1889,2,2,82,20.96040535,105.794693,8.31,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,26.2195122,2
6435,2,1,61,21.01905632,105.7879791,2.91,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,44.09836066,1
7073,4,3,163,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,nguyen_ban,Dong - Bac,Tay - Nam,33.5,0
7923,2,1,63,21.0305339,105.7646653,4.19,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,35.71428571,0
2253,3,2,70,21.00893211,105.7440033,6.96,Ha Dong,so do,cao cap,Tay - Nam,Dong - Bac,81.42857143,0
3760,2,2,102.5,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,day du,Dong - Bac,Tay - Nam,83.90243902,2
8754,3,2,105,20.9919548,105.7851028,5.46,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,38.0952381,1
2411,2,2,66,20.99657822,105.8651962,7.62,Thanh Xuan,so do,day du,Nam,Bac,63.63636364,0
5198,3,2,105.5,20.9919548,105.7851028,5.46,Dong Da,hdmb,day du,Dong - Nam,Tay - Bac,37.91469194,1
9682,2,1,60,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Bac,Tay - Nam,27.5,0
4936,3,2,98.4,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Nam,Dong - Nam,52.84552846,0
223,1,1,47,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,37.44680851,0
2788,2,2,90,21.00266647,105.8154297,4.17,Thanh Xuan,so do,co ban,Dong - Bac,Tay - Nam,48.33333333,4
7357,3,2,115,21.01743507,105.7803955,3.52,Nam Tu Liem,so do,day du,Tay - Nam,Bac,30.43478261,0
10270,2,1,30,21.0514559,105.8109757,1.06,Tay Ho,so do,day du,Nam,Bac,21.66666667,1
10958,3,3,130,21.0055275,105.779129,4.53,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,23,0
8529,3,2,111,21.01875877,105.7947769,2.61,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,36.93693694,2
227,3,2,94,21.02681732,105.7876663,2.34,Cau Giay,so do,cao cap,Dong - Nam,Tay - Bac,57.44680851,0
4407,2,2,64,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,45.3125,0
8020,3,2,117,21.00836563,105.8029099,3.46,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,32,3
5531,2,1,48,21.02819443,105.8390732,3.74,Dong Da,so do,day du,Dong,Bac,16.66666667,3
10730,3,2,141,21.04335976,105.8184891,1.38,Tay Ho,so do,day du,Dong - Nam,Tay - Nam,48.22695035,2
5096,2,2,80,21.03326988,105.8167038,1.54,Ba Dinh,so do,day du,Dong - Bac,Nam,88.75,2
3491,3,2,80,21.05773544,105.913353,10.96,Long Bien,so do,cao cap,Tay - Bac,Dong - Nam,32.5,2
258,2,2,70,20.97321701,105.7788544,7.43,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,34.28571429,4
8391,3,3,147,20.9831178,105.8096025,6,Thanh Tri,so do,co ban,Tay - Nam,Dong - Bac,24.48979592,3
5943,2,1,55,20.99927711,105.7381134,7.96,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,48.18181818,0
5944,3,2,151,21.00695801,105.8010788,3.61,Cau Giay,so do,cao cap,Dong - Nam,Nam,36.42384106,3
10371,4,4,230,21.04574585,105.8663788,6.17,Long Bien,so do,nguyen_ban,Tay - Nam,Dong - Bac,46.95652174,3
4883,2,2,71,20.98464203,105.7747192,6.55,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,25.21126761,3
5363,3,2,98,21.0024147,105.9641113,16.45,Gia Lam,so do,cao cap,Tay,Dong - Bac,38.40816327,0
1740,2,2,76,20.98009872,105.8742447,9.37,Hoang Mai,so do,day du,Bac,Nam,28.94736842,0
7205,3,2,160,20.95828247,105.7671967,9.26,Ha Dong,so do,day du,Nam,Bac,18.625,2
4040,2,1,67,20.95405769,105.7409821,10.94,Hoang Mai,so do,cao cap,Dong - Nam,Tay - Bac,20.5,0
7967,1,1,35,21.0083647,105.8180219,3.7,Dong Da,so do,co ban,Nam,Bac,18.57142857,4
10084,2,2,76,21.00174141,105.9421463,14.35,Gia Lam,so do,cao cap,Tay - Nam,Dong - Nam,34.86842105,0
1241,2,2,68,21.0597044,105.8045357,1.68,Tay Ho,so do,co ban,Tay - Bac,Dong - Nam,38.23529412,2
4922,3,2,135,21.00048828,105.8071594,4.25,Hoang Mai,so do,co ban,Dong - Nam,Tay - Bac,42.22222222,4
11013,3,2,90,21.01743507,105.7803955,3.52,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,38.88888889,0
5195,3,2,106.7,21.03445816,105.7696533,3.61,Tay Ho,so do,cao cap,Tay - Nam,Dong - Bac,53.420806,0
9188,3,2,118,20.99727631,105.8029861,4.57,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,44.06779661,5
1524,2,1,45,20.97776985,105.836113,7.23,Hoang Mai,hdmb,cao cap,Bac,Nam,40,1
1450,2,2,70,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,nguyen_ban,Dong - Bac,Tay - Nam,37.14285714,0
9544,4,2,148,21.08014297,105.8136902,3.83,Tay Ho,hdmb,day du,Dong - Nam,Dong - Nam,37.83783784,0
1808,3,2,155,21.02020073,105.808876,2.31,Dong Da,so do,co ban,Tay - Nam,Dong - Nam,30.32258065,3
3265,3,2,115,20.99938774,105.8072662,4.36,Hoang Mai,so do,co ban,Tay - Bac,Dong - Nam,20.86956522,4
6947,1,1,54.27,21.0124321,105.767395,4.82,Ba Dinh,so do,day du,Dong - Nam,Tay - Bac,36.85277317,0
3024,2,2,69,20.97321701,105.7788544,7.43,Nam Tu Liem,so do,day du,Dong - Nam,Tay - Bac,42.46376812,4
3169,3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,38.79310345,3
3707,3,2,95.6,21.0026989,105.7924271,4.21,Thanh Xuan,so do,co ban,Tay - Nam,Dong - Bac,40.79497908,2
6899,3,2,107,21.01684952,105.7839737,3.33,Tay Ho,so do,day du,Dong,Nam,53.73831776,1
3304,2,1,60,21.0071949,105.8211188,3.93,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,31.5,4
5399,2,2,94,21.03568077,105.7712021,3.43,Cau Giay,so do,nguyen_ban,Dong - Nam,Nam,27.65957447,0
817,2,1,50,20.9837461,105.8411144,6.95,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,19.98,2
2916,3,3,181,21.00695801,105.8010788,3.61,Cau Giay,so do,cao cap,Tay - Bac,Dong - Nam,45,3
9758,3,2,141,21.07865143,105.8026123,3.58,Tay Ho,hdmb,day du,Dong - Bac,Dong - Nam,67.37588652,0
8589,2,1,60,20.91939443,105.8433526,12.94,Hoang Mai,so do,co ban,Bac,Nam,16,1
10957,2,2,80,21.020416,105.80724,2.26,Dong Da,so do,cao cap,Dong,Bac,80,3
1353,2,2,80,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Nam,Dong - Bac,23.125,2
5570,2,2,78,20.97005844,105.8777771,10.32,Hoang Mai,so do,co ban,Dong - Bac,Tay - Nam,32.05128205,0
830,2,2,61,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,33,1
6726,2,2,97,21.03445816,105.7696533,3.61,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,47.42268041,0
6980,2,1,55,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Dong - Bac,36.36363636,0
4894,3,2,123.7,21.00896263,105.793129,3.59,Cau Giay,so do,day du,Tay - Nam,Dong - Bac,44.38156831,2
7850,2,2,70,20.95850182,105.8263474,8.72,Ha Dong,so do,co ban,Bac,Nam,28.57142857,1
9281,1,1,54,21.01941681,105.8168793,2.65,Ba Dinh,hdmb,cao cap,Nam,Bac,88.88888889,2
9288,3,3,190,21.01410294,105.8017883,2.9,Cau Giay,so do,cao cap,Dong - Nam,Tay - Bac,40.5,2
1870,3,2,97,21.09144402,105.7847214,5.25,Bac Tu Liem,so do,cao cap,Nam,Bac,47.13402062,1
3358,3,2,104,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,39.42307692,0
3966,2,1,56.5,20.9835701,105.7722626,6.76,Ha Dong,so do,cao cap,Tay - Nam,Tay - Bac,27.43362832,2
1443,2,2,70,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,34.28571429,0
6646,3,2,102,20.97602463,105.7615967,7.96,Ha Dong,so do,day du,Dong - Nam,Tay - Nam,25.49019608,1
7209,3,2,130,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,co ban,Tay - Bac,Dong - Nam,36.15384615,0
5625,2,2,74,20.98304367,105.7573395,7.64,Dong Da,hdmb,day du,Dong - Nam,Tay - Bac,42.56756757,0
10591,3,2,116,21.00836563,105.8029099,3.46,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,34.48275862,3
8421,2,1,52,21.023229,105.8062465,1.98,Dong Da,so do,day du,Dong - Bac,Dong,22.11538462,3
5315,3,2,105.9,20.93810272,105.8522491,11.51,Hoang Mai,chua so,co ban,Tay - Bac,Dong - Nam,32.10576015,2
2121,3,2,90,21.07865143,105.8026123,3.58,Tay Ho,so do,day du,Bac,Nam,45.55555556,0
10390,3,2,95,20.99682999,105.7938385,4.74,Nam Tu Liem,chua so,day du,Tay - Bac,Dong - Nam,35.78947368,3
5618,4,3,234,21.06583214,105.8265076,3.16,Cau Giay,so do,day du,Dong - Bac,Dong - Nam,89.74358974,0
134,4,3,202,21.005226,105.80506,3.77,Thanh Xuan,so do,day du,Dong - Bac,Dong - Nam,71.78217822,4
682,2,2,71,20.95658875,105.8448868,9.52,Hoang Mai,so do,co ban,Tay - Nam,Dong - Bac,39.15492958,2
8752,3,3,185,21.04117203,105.8250961,2.05,Tay Ho,so do,nguyen_ban,Tay - Nam,Dong - Bac,75.67567568,4
3193,3,2,116,20.97447205,105.7608795,8.13,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,24.12931034,1
10203,3,2,123,21.07213593,105.810997,2.99,Tay Ho,so do,nguyen_ban,Tay - Bac,Dong - Nam,30.89430894,0
2695,2,2,85,21.07016945,105.9068375,10.57,Long Bien,so do,day du,Dong - Bac,Tay - Nam,34.22352941,2
6859,2,2,75,20.98424339,105.8084488,5.88,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,37.33333333,3
10955,3,2,103,21.02041626,105.8072433,2.26,Dong Da,so do,day du,Bac,Nam,79.61165049,3
8348,3,2,80,21.0024147,105.9641113,16.45,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Bac,28.75,0
1932,2,2,61,20.96714592,105.8331375,8.09,Tay Ho,hdmb,day du,Tay - Nam,Tay - Nam,22.13114754,1
1004,2,2,70,20.96359825,105.8280334,8.27,Hoang Mai,hdmb,co ban,Dong - Bac,Dong - Nam,21.42857143,1
9846,2,1,50,20.9835701,105.7722626,6.76,Dong Da,so do,cao cap,Tay - Nam,Tay - Bac,30.6,2
6515,3,2,99.6,21.06269073,105.9083328,10.55,Long Bien,so do,cao cap,Tay - Nam,Dong - Nam,27.10843373,2
7095,3,2,124,21.01941681,105.8168793,2.65,Ba Dinh,so do,day du,Dong - Bac,Tay - Bac,88.70967742,2
7546,2,2,55,20.95876884,105.8463135,9.39,Hoang Mai,so do,day du,Tay - Bac,Dong - Nam,34.54545455,2
7730,2,2,59,20.96473503,105.8263626,8.11,Hoang Mai,hdmb,day du,Dong - Nam,Tay - Bac,25.25423729,1
6795,2,2,65,21.00885201,105.7439194,6.97,Tay Ho,so do,co ban,Dong - Nam,Tay - Bac,46,0
3405,2,2,66.8,20.9919548,105.7851028,5.46,Cau Giay,hdmb,nguyen_ban,Nam,Nam,24.7005988,1
1598,3,2,116,21.00887871,105.8002548,3.43,Cau Giay,so do,day du,Dong,Tay,60.34482759,3
3926,2,1,67,20.95405769,105.7409821,10.94,Ha Dong,so do,cao cap,Dong - Nam,Tay - Bac,20.5,0
3111,2,1,48,21.0305808,105.7764546,3.08,Nam Tu Liem,so do,day du,Tay,Dong,17.08333333,0
8134,1,1,43,20.99927711,105.7381134,7.96,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,41.86046512,0
4267,3,2,99,20.98434067,105.7768097,6.49,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,41.41414141,3
9507,3,3,190,21.01410294,105.8017883,2.9,Cau Giay,so do,cao cap,Dong - Nam,Tay - Bac,40.5,2
9314,2,2,86,21.0744648,105.700798,10.86,Dan Phuong,so do,co ban,Dong - Nam,Tay - Bac,24.41860465,0
3925,3,2,95.8,21.00298119,105.7320557,8.29,Hoai Duc,so do,day du,Tay - Nam,Dong - Bac,27.03549061,0
7791,2,2,71,21.01609802,105.7924881,2.95,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,49.29577465,2
855,3,2,114,21.07213593,105.810997,2.99,Tay Ho,so do,day du,Bac,Tay - Nam,52.63157895,0
6845,2,2,65,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Bac,Tay - Nam,31.53846154,0
10237,3,2,111,21.01875877,105.7947769,2.61,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,36.93693694,2
748,3,2,86,21.04431725,105.877861,7.32,Long Bien,hdmb,day du,Tay - Bac,Dong - Nam,39.53488372,3
7561,2,2,93,21.03445816,105.7696533,3.61,Nam Tu Liem,so do,co ban,Dong - Nam,Tay - Bac,49.46236559,0
986,3,2,92,20.95658875,105.8448868,9.52,Hoang Mai,hdmb,day du,Tay - Nam,Dong - Nam,37.7173913,2
6790,3,2,151.7,21.00266647,105.8154297,4.17,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Bac,54.05405405,4
6421,3,2,98,21.09144402,105.7847214,5.25,Thanh Xuan,so do,day du,Dong - Nam,Nam,44.89795918,1
2824,2,2,80,20.99458504,105.8633957,7.6,Thanh Tri,so do,day du,Dong - Nam,Nam,33.75,0
4371,2,2,76,20.994772,105.80613,4.82,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,42.10526316,5
7307,3,2,115,21.00886726,105.820343,3.75,Dong Da,so do,day du,Dong - Bac,Tay - Nam,39.13043478,4
2888,3,3,181,21.00695801,105.8010788,3.61,Gia Lam,so do,cao cap,Tay - Bac,Dong - Nam,45,3
1833,2,2,88,21.06583214,105.8265076,3.16,Tay Ho,so do,day du,Dong - Bac,Tay - Nam,73.86363636,0
761,2,2,66,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,42.42424242,5
7876,3,2,103,20.99843788,105.8667374,7.63,Hai Ba Trung,so do,day du,Tay - Bac,Dong - Nam,46.60194175,0
6743,3,2,82,21.00174141,105.9421463,14.35,Gia Lam,hdmb,co ban,Dong - Nam,Dong - Nam,40.85365854,0
4001,3,2,102,20.99477196,105.8061295,4.82,Thanh Xuan,so do,day du,Tay - Bac,Dong - Nam,39.21568627,5
3810,4,2,139,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Bac,32.37410072,0
9823,2,2,77,21.0124321,105.767395,4.82,Dong Da,so do,day du,Tay - Nam,Dong - Bac,48.05194805,0
508,2,1,53,21.01905632,105.7879791,2.91,Cau Giay,so do,co ban,Tay - Bac,Dong - Bac,40.56603774,1
9750,3,2,168,21.00448418,105.7986298,3.89,Cau Giay,so do,day du,Dong - Nam,Dong - Nam,61.60714286,3
3396,1,1,45,21.00174141,105.9421463,14.35,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,38.44444444,0
10608,2,2,64,21.0024147,105.9641113,16.45,Cau Giay,so do,day du,Dong - Bac,Tay - Nam,30.625,0
1701,3,2,115,21.00886726,105.820343,3.75,Dong Da,so do,co ban,Tay - Bac,Dong - Nam,43.47826087,4
9468,1,1,36,21.0260381,105.8398772,3.9,Nam Tu Liem,so do,day du,Tay,Dong - Nam,16.94444444,4
9633,4,2,131,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Nam,Bac,26.71755725,1
7667,2,1,50,20.9837461,105.8411144,6.95,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,26,2
5577,2,1,65,21.01905632,105.7879791,2.91,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,38.46153846,1
556,2,1,58,21.06265068,105.7841949,2.85,Bac Tu Liem,so do,day du,Bac,Dong,30.34482759,1
7608,2,2,74,21.049566,105.778595,2.69,Bac Tu Liem,so do,day du,Nam,Bac,43.64864865,1
1970,4,2,117,21.04431725,105.877861,7.32,Hai Ba Trung,so do,day du,Dong - Bac,Dong - Nam,46.15384615,3
9608,3,2,145,21.03158569,105.7682037,3.82,Bac Tu Liem,so do,day du,Dong - Nam,Dong - Bac,33.44827586,0
4900,2,2,73,20.97602463,105.7615967,7.96,Ha Dong,so do,nguyen_ban,Tay - Nam,Dong - Bac,27.12328767,1
484,3,2,82,20.9663813,105.8377281,8.34,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,30.48780488,1
10572,3,2,100,20.99433327,105.8675613,7.94,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,64,0
8189,3,2,120,21.05900574,105.783226,2.68,Thanh Xuan,so do,day du,Bac,Nam,30.83333333,1
9380,2,2,74,20.97145653,105.8281708,7.52,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,30.81081081,0
3240,3,3,132,20.9908123,105.7839127,5.61,Bac Tu Liem,so do,cao cap,Dong - Nam,Tay - Bac,24.92424242,1
6617,3,3,100,20.99479103,105.8678436,7.94,Hai Ba Trung,so do,day du,Dong - Nam,Dong - Nam,53,0
6786,3,2,90,20.97293854,105.8663559,9.33,Tay Ho,so do,day du,Tay - Bac,Dong - Bac,37.22222222,0
10719,1,1,45,21.07284927,105.8124313,3.09,Tay Ho,hdmb,co ban,Nam,Bac,60,0
8608,2,1,46,21.0395998,105.8279835,2.35,Hoang Mai,so do,cao cap,Tay,Dong,14.13043478,4
428,2,2,54,21.03512001,105.7674332,3.81,Nam Tu Liem,so do,co ban,Tay - Nam,Dong - Nam,40.74074074,0
8672,1,1,32,20.998032,105.8503425,6.4,Cau Giay,so do,cao cap,Dong,Nam,20.3125,3
672,2,1,59,21.0104478,105.8184384,3.53,Dong Da,so do,day du,Tay - Nam,Dong - Bac,31.86440678,3
10759,2,1,52.6,21.01905632,105.7879791,2.91,Cau Giay,so do,co ban,Tay - Bac,Dong - Bac,40.87452471,1
9674,2,1,58,20.99688148,105.8179703,4.79,Thanh Xuan,so do,day du,Tay - Nam,Dong - Bac,33,3
2084,2,2,68,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,40,0
959,3,2,103,21.03158569,105.7604523,4.57,Nam Tu Liem,so do,day du,Tay,Dong - Nam,38.83495146,1
2294,2,2,68,21.02097893,105.7910614,2.58,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,54.41176471,2
1818,2,2,75,20.97309303,105.8383713,7.75,Hoang Mai,so do,day du,Nam,Bac,35.33333333,1
2613,2,2,73,20.95850182,105.8263474,8.72,Hoang Mai,so do,cao cap,Tay - Nam,Dong - Bac,30.1369863,1
572,3,2,139,20.96368217,105.7737045,8.51,Ha Dong,so do,day du,Dong - Bac,Dong - Nam,39.56834532,3
7953,2,2,47,21.018134,105.855273,5.63,Hai Ba Trung,so do,day du,Dong,Dong - Nam,12.87234043,2
7156,2,1,54,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,41.66666667,0
5598,1,1,48,20.99927711,105.7381134,7.96,Nam Tu Liem,so do,day du,Dong - Bac,Dong - Bac,50,0
9502,2,1,70,21.0450408,105.7921796,1.27,Cau Giay,so do,day du,Nam,Bac,24.28571429,1
2908,3,2,126,20.99964523,105.7993851,4.36,Thanh Xuan,so do,co ban,Dong - Nam,Dong - Bac,26.98412698,5
8046,3,2,93,21.0319252,105.8431763,4,Hoang Mai,so do,co ban,Dong - Bac,Tay - Nam,54.83870968,5
10129,2,2,67,21.08234978,105.8717575,7.78,Dong Anh,so do,day du,Dong - Nam,Tay - Bac,26.86567164,0
4856,2,2,72,21.06687164,105.9036255,10.18,Long Bien,so do,cao cap,Tay - Nam,Dong - Bac,31.94444444,2
8285,3,2,105,21.01193619,105.7749939,4.29,Nam Tu Liem,so do,co ban,Tay,Dong - Nam,34,0
4285,4,3,127,20.94645882,105.8557816,10.92,Thanh Tri,so do,co ban,Tay - Nam,Dong - Bac,23.46456693,3
4075,3,2,129,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Tay - Nam,Dong - Nam,39.53488372,0
6900,2,2,75,21.0307312,105.7613297,4.51,Nam Tu Liem,so do,day du,Dong - Bac,Tay - Nam,41.33333333,1
2391,2,2,85,20.97241211,105.761528,8.27,Ha Dong,so do,day du,Dong,Tay,21.76470588,2
7174,1,1,47,20.97499894,105.82363,7.05,Hoang Mai,hdmb,co ban,Tay - Bac,Dong - Nam,20.63829787,0
8226,2,2,82,20.99843788,105.8667374,7.63,Ha Dong,so do,day du,Tay - Nam,Dong - Bac,45.12195122,0
3824,3,2,76,20.99599457,105.8612671,7.35,Hai Ba Trung,so do,day du,Tay - Bac,Dong - Nam,50,0
8883,4,2,156,20.9934864,105.8069077,4.95,Thanh Xuan,so do,day du,Dong - Nam,Tay - Bac,38.14102564,5
433,3,2,119,21.00522614,105.8050613,3.77,Thanh Xuan,so do,cao cap,Dong - Bac,Tay - Nam,62.18487395,4
7847,2,1,45,21.0499622,105.7897558,1.65,Hoang Mai,so do,co ban,Nam,Bac,27.11111111,1
8162,2,2,75,20.97434616,105.7541656,8.52,Nam Tu Liem,so do,day du,Tay - Bac,Dong - Nam,36,0
1517,2,2,68,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Bac,Tay - Nam,40,0
822,2,2,65,21.03506279,105.7496643,5.56,Nam Tu Liem,so do,day du,Dong,Tay,35.38461538,1
1850,2,2,68.5,21.04118156,105.7353592,6.94,Nam Tu Liem,chua so,co ban,Bac,Nam,24.08759124,1
7135,1,1,48,20.9732914,105.8200073,7.13,Hoang Mai,so do,day du,Dong - Nam,Tay - Bac,37.5,0
7353,3,2,93,21.0319252,105.8431763,4,Ba Dinh,so do,co ban,Dong - Nam,Tay - Bac,54.83870968,5
5793,3,2,80,20.96920395,105.876915,10.32,Tay Ho,so do,co ban,Tay - Bac,Dong - Nam,30,0
4505,2,1,71,21.00839233,105.7302475,8.21,Hoai Duc,so do,day du,Dong - Nam,Tay - Bac,24.64788732,0
85,2,1,55,21.0024147,105.9641113,16.45,Gia Lam,so do,day du,Dong - Nam,Tay - Bac,30.54545455,0
10771,3,2,122,21.02020073,105.808876,2.31,Dong Da,so do,day du,Tay - Nam,Dong - Nam,39,3
9567,2,2,62,20.96356201,105.8316116,8.38,Cau Giay,hdmb,day du,Dong - Bac,Tay - Nam,22.90322581,1
9561,3,2,123,21.029512,105.81817,1.9,Cau Giay,so do,day du,Dong - Nam,Tay - Bac,39.5,1
8245,3,2,104,21.03597832,105.9062958,10.18,Hai Ba Trung,so do,day du,Dong - Nam,Tay - Bac,42,1
3733,2,2,79,21.00522614,105.7389145,7.58,Nam Tu Liem,so do,cao cap,Tay - Bac,Dong - Nam,44.05063291,0
7994,2,1,55.5,20.96246719,105.792366,8.14,Ha Dong,so do,day du,Dong - Bac,Tay - Nam,23.24324324,2
10751,1,1,45,21.07284927,105.8124313,3.09,Tay Ho,hdmb,co ban,Nam,Bac,60,0
5668,2,2,68,21.04423332,105.7673187,3.74,Bac Tu Liem,so do,day du,Dong - Bac,Tay - Nam,34.55882353,0
4446,2,2,75,20.99453354,105.7893906,5.08,Nam Tu Liem,so do,day du,Tay - Nam,Dong - Bac,38.66666667,2
10746,2,2,85,20.97366714,105.7587128,8.31,Ha Dong,so do,day du,Tay - Bac,Dong - Nam,28,1
10887,3,2,82,20.97833824,105.8363342,7.19,Hai Ba Trung,so do,day du,Dong,Tay,39.87804878,1
5413,3,2,99,20.9717617,105.8789291,10.28,Hoang Mai,so do,day du,Tay - Nam,Dong - Bac,42.42424242,0
1825,2,2,70,20.96359825,105.8280334,8.27,Hoang Mai,hdmb,co ban,Dong - Bac,Dong - Nam,22.14285714,1
2488,2,1,61.5,21.01905632,105.7879791,2.91,Cau Giay,so do,day du,Tay - Bac,Dong - Nam,43.90243902,1
8354,3,2,115,21.01124191,105.7953415,3.3,Cau Giay,so do,day du,Dong - Nam,Tay - Nam,37.82608696,2
4007,2,1,79,20.99657822,105.8651962,7.62,Hai Ba Trung,so do,day du,Bac,Nam,58.2278481,0
3772,3,2,111.3,21.06587982,105.801384,2.32,Bac Tu Liem,so do,day du,Dong - Nam,Tay - Bac,44.92362983,1
10869,2,1,55,21.00885201,105.7439194,6.97,Ha Dong,so do,day du,Dong - Bac,Dong - Bac,36.36363636,0
10352,3,2,99,21.00580597,105.7943726,3.85,Cau Giay,so do,co ban,Tay - Nam,Dong - Nam,63.63636364,2
4741,4,2,120,21.01028824,105.9401245,13.93,Gia Lam,hdmb,day du,Tay - Nam,Dong - Bac,24.43333333,1
7125,2,2,50,21.0081338,105.8462749,5.42,Hai Ba Trung,so do,day du,Bac,Nam,16,2
8151,3,3,85,21.00885201,105.7439194,6.97,Nam Tu Liem,so do,day du,Dong - Bac,Nam,35.29411765,0
